,speaker,date,speak_count,speaker_unique,speak_length
518,MR JORDAN,19960326,5,JORDAN,8667
519,MR STOCKTON,19960326,1,STOCKTON,384
520,GDPMR PRELL,19960326,1,PRELL,602
521,MR BROADDUS,19960326,3,BROADDUS,5596
522,MR BOEHNE,19960326,2,BOEHNE,2893
523,MR MCTEER,19960326,2,MCTEER,2867
524,MS MINEHAN,19960326,2,MINEHAN,5469
525,MR MOSKOW,19960326,2,MOSKOW,6045
526,MR GUYNN,19960326,2,GUYNN,4416
527,MR STERN,19960326,2,STERN,1703
528,MR MELZER,19960326,3,MELZER,5330
529,MR KELLEY,19960326,3,KELLEY,1307
530,MS YELLEN,19960326,2,YELLEN,2494
531,MS PHILLIPS,19960326,2,PHILLIPS,5355
532,MR KOHN,19960326,1,KOHN,358
533,MR BERNARD,19960326,1,BERNARD,615
534,MR BERNARDC,19960326,1,BERNARDC,216
535,CHAIRMAN GREENSPAN,19960521,95,GREENSPAN,18795
536,VICE CHAIRMAN MCDONOUGH,19960521,11,MCDONOUGH,6872
537,MR FISHER,19960521,1,FISHER,35
538,MR LINDSEY,19960521,9,LINDSEY,8121
539,MR TRUMAN,19960521,4,TRUMAN,1210
540,MR PRELL,19960521,24,PRELL,11109
541,MR PARRY,19960521,7,PARRY,6310
542,MR STOCKTON,19960521,2,STOCKTON,558
543,MR MOSKOW,19960521,6,MOSKOW,8478
544,MR STERN,19960521,7,STERN,6099
545,MS MINEHAN,19960521,6,MINEHAN,7433
546,MR MCTEER,19960521,3,MCTEER,3655
547,MR GUYNN,19960521,2,GUYNN,6038
548,MR HOENIG,19960521,3,HOENIG,4328
549,MR BOEHNE,19960521,3,BOEHNE,4909
550,MR BROADDUS,19960521,8,BROADDUS,9850
551,ICHAIRMAN GREENSPAN,19960521,1,GREENSPAN,16
552,MR MELZER,19960521,3,MELZER,6856
553,MS PHILLIPS,19960521,3,PHILLIPS,4749
554,MR KELLEY,19960521,3,KELLEY,5742
555,MS YELLEN,19960521,3,YELLEN,10238
556,MR JORDAN,19960521,6,JORDAN,10771
557,MR KOHN,19960521,11,KOHN,3406
558,MR BERNARD,19960521,1,BERNARD,641
559,MR BERNARDC,19960521,1,BERNARDC,215
560,CHAIRMAN GREENSPAN,19960703,201,GREENSPAN,48938
561,MR FISHER,19960703,16,FISHER,6156
562,MR LINDSEY,19960703,35,LINDSEY,25864
563,MS MINEHAN,19960703,30,MINEHAN,19506
564,MR JORDAN,19960703,13,JORDAN,25474
565,MR KOHN,19960703,9,KOHN,6080
566,VICE CHAIRMAN MCDONOUGH,19960703,23,MCDONOUGH,28385
567,MS PHILLIPS,19960703,11,PHILLIPS,10257
568,MR KOS,19960703,2,KOS,187
569,MR PRELL,19960703,1,PRELL,10220
570,MR TRUMAN,19960703,14,TRUMAN,4494
571,MR PARRY,19960703,24,PARRY,8978
572,MR PRELL,19960703,25,PRELL,10220
573,MR STERN,19960703,12,STERN,9851
574,MR STOCKTON,19960703,3,STOCKTON,685
575,CPICHAIRMAN GREENSPAN,19960703,3,GREENSPAN,796
576,MR HOENIG,19960703,10,HOENIG,9316
577,MR MEYER,19960703,26,MEYER,26248
578,NAIRUMR MEYER,19960703,1,MEYER,150
579,MR BROADDUS,19960703,11,BROADDUS,16874
580,MR MOSKOW,19960703,4,MOSKOW,9535
581,MR BOEHNE,19960703,6,BOEHNE,6355
582,MR MCTEER,19960703,5,MCTEER,6004
583,MR GUYNN,19960703,3,GUYNN,6190
584,MR MELZER,19960703,7,MELZER,12468
585,MR KELLEY,19960703,5,KELLEY,7475
586,MS YELLEN,19960703,27,YELLEN,25134
587,MS RIVLIN,19960703,5,RIVLIN,8198
588,MR BERNARD,19960703,3,BERNARD,1872
589,MR BERNARDC,19960703,2,BERNARDC,504
590,CHAIRMAN GREENSPAN,19960820,78,GREENSPAN,19372
591,VICE CHAIRMAN MCDONOUGH,19960820,9,MCDONOUGH,10567
592,MR FISHER,19960820,8,FISHER,2870
593,MR KOHN,19960820,5,KOHN,1955
594,MR SIEGMAN,19960820,3,SIEGMAN,1035
595,MR JORDAN,19960820,12,JORDAN,14875
596,MR LINDSEY,19960820,6,LINDSEY,5431
597,MR BROADDUS,19960820,2,BROADDUS,6561
598,MR PRELL,19960820,13,PRELL,5547
599,MS MINEHAN,19960820,9,MINEHAN,8954
600,MR PARRY,19960820,5,PARRY,3106
601,MR MOSKOW,19960820,3,MOSKOW,5917
602,MR STERN,19960820,6,STERN,4541
603,MR HOENIG,19960820,2,HOENIG,2698
604,MR BOEHNE,19960820,1,BOEHNE,2011
605,MR GUYNN,19960820,2,GUYNN,4996
606,MR MCTEER,19960820,2,MCTEER,3141
607,MR MELZER,19960820,2,MELZER,6347
608,MR KELLEY,19960820,2,KELLEY,4730
609,MR MEYER,19960820,2,MEYER,7510
610,MS PHILLIPS,19960820,2,PHILLIPS,4704
611,GOVERNOR YELLEN,19960820,1,YELLEN,4193
612,MS RIVLIN,19960820,2,RIVLIN,4177
613,PRESIDENT BOEHNE,19960820,1,BOEHNE,21
614,PRESIDENT BROADDUS,19960820,1,BROADDUS,2207
615,MS YELLEN,19960820,1,YELLEN,2036
616,MR BERNARD,19960820,1,BERNARD,611
617,MR BERNARDC,19960820,1,BERNARDC,258
618,CHAIRMAN GREENSPAN,19960924,89,GREENSPAN,29208
619,MR PARRY,19960924,4,PARRY,5760
620,MR FISHER,19960924,29,FISHER,19675
621,MR LINDSEY,19960924,9,LINDSEY,11741
622,MR TRUMAN,19960924,5,TRUMAN,2066
623,EMUMR LINDSEY,19960924,1,LINDSEY,86
624,VICE CHAIRMAN MCDONOUGH,19960924,13,MCDONOUGH,8449
625,MS RIVLIN,19960924,4,RIVLIN,3628
626,MR PRELL,19960924,2,PRELL,1307
627,MR MCTEER,19960924,2,MCTEER,2746
628,MR JORDAN,19960924,9,JORDAN,10180
629,MR BROADDUS,19960924,2,BROADDUS,4830
630,MR GUYNN,19960924,2,GUYNN,6840
631,MS MINEHAN,19960924,8,MINEHAN,9664
632,MR KELLEY,19960924,3,KELLEY,1985
633,MR MOSKOW,19960924,2,MOSKOW,5902
634,MR HOENIG,19960924,4,HOENIG,2716
635,MR BOEHNE,19960924,6,BOEHNE,4167
636,MR MELZER,19960924,10,MELZER,6327
637,MR STERN,19960924,2,STERN,3838
638,MS PHILLIPS,19960924,4,PHILLIPS,5036
639,MR MEYER,19960924,6,MEYER,11060
640,MS YELLEN,19960924,2,YELLEN,8083
641,MR KOHN,19960924,11,KOHN,1575
642,MR BERNARD,19960924,2,BERNARD,1265
643,MR BERNARDC,19960924,1,BERNARDC,228
644,CHAIRMAN GREENSPAN,19961113,65,GREENSPAN,18113
645,MR FISHER,19961113,5,FISHER,295
646,MR KELLEY,19961113,3,KELLEY,1860
647,MR MCTEER,19961113,5,MCTEER,2819
648,MR BROADDUS,19961113,3,BROADDUS,5799
649,MR TRUMAN,19961113,1,TRUMAN,35
650,VICE CHAIRMAN MCDONOUGH,19961113,3,MCDONOUGH,5449
651,MR BOEHNE,19961113,3,BOEHNE,1870
652,MR PRELL,19961113,16,PRELL,7739
653,MR PARRY,19961113,6,PARRY,4387
654,MR STOCKTON,19961113,6,STOCKTON,1959
655,MR MOSKOW,19961113,4,MOSKOW,5933
656,MS MINEHAN,19961113,5,MINEHAN,5878
657,MS PHILLIPS,19961113,4,PHILLIPS,4550
658,MR LINDSEY,19961113,5,LINDSEY,7468
659,MR GUYNN,19961113,2,GUYNN,4551
660,MR STERN,19961113,2,STERN,3791
661,MR HOENIG,19961113,2,HOENIG,2530
662,MR MELZER,19961113,2,MELZER,4796
663,MR JORDAN,19961113,3,JORDAN,11065
664,MR MEYER,19961113,2,MEYER,5461
665,MS RIVLIN,19961113,2,RIVLIN,2561
666,MS YELLEN,19961113,2,YELLEN,6278
667,MR BERNARD,19961113,1,BERNARD,645
668,MR BERNARDC,19961113,1,BERNARDC,253
669,CHAIRMAN GREENSPAN,19961217,66,GREENSPAN,18416
670,MS RIVLIN,19961217,4,RIVLIN,4218
671,VICE CHAIRMAN MCDONOUGH,19961217,5,MCDONOUGH,2603
672,MR MOSKOW,19961217,6,MOSKOW,6115
673,MR PRELL,19961217,10,PRELL,2056
674,MR FISHER,19961217,19,FISHER,15134
675,MR BOEHNE,19961217,7,BOEHNE,2978
676,MR KOHN,19961217,4,KOHN,1166
677,MR MELZER,19961217,4,MELZER,6881
678,MR GUYNN,19961217,3,GUYNN,347
679,MR CHAIRMAN,19961217,1,CHAIRMAN,16
680,MR JORDAN,19961217,5,JORDAN,10591
681,MR BROADDUS,19961217,4,BROADDUS,7365
682,MS MINEHAN,19961217,4,MINEHAN,6555
683,MR TRUMAN,19961217,1,TRUMAN,25
684,MR PARRY,19961217,6,PARRY,5075
685,MR HOENIG,19961217,2,HOENIG,1888
686,PRESIDENT GUYNN,19961217,1,GUYNN,3680
687,MR MCTEER,19961217,2,MCTEER,2976
688,MR STERN,19961217,2,STERN,1864
689,MR KELLEY,19961217,2,KELLEY,923
690,MS PHILLIPS,19961217,2,PHILLIPS,4544
691,MR MEYER,19961217,2,MEYER,5782
692,MR LINDSEY,19961217,4,LINDSEY,7593
693,MS YELLEN,19961217,3,YELLEN,4157
694,CHAIRMAN GREENSPANG,19961217,1,GREENSPANG,61
695,MR BERNARD,19961217,1,BERNARD,616
696,MR BERNARDC,19961217,1,BERNARDC,253
697,CHAIRMAN GREENSPAN,19970205,155,GREENSPAN,35358
698,MS MINEHAN,19970205,15,MINEHAN,9819
699,MS RIVLIN,19970205,12,RIVLIN,2405
700,MR KELLEY,19970205,7,KELLEY,6765
701,VICE CHAIRMAN MCDONOUGH,19970205,29,MCDONOUGH,15135
702,MR BROADDUS,19970205,13,BROADDUS,11260
703,MS RNLIN,19970205,3,RNLIN,2933
704,MR BERNARD,19970205,4,BERNARD,2126
705,MR FISHER,19970205,5,FISHER,6946
706,MR TRUMAN,19970205,6,TRUMAN,2289
707,MR KOHN,19970205,23,KOHN,7833
708,MR BOEHNE,19970205,6,BOEHNE,5786
709,MR MELZER,19970205,16,MELZER,8896
710,MR COYNE,19970205,3,COYNE,129
711,MR MOSKOW,19970205,5,MOSKOW,6827
712,IMS MINEHAN,19970205,1,MINEHAN,47
713,MR PRELL,19970205,17,PRELL,10016
714,MR PARRY,19970205,10,PARRY,6386
715,MS PHULIPS,19970205,1,PHULIPS,364
716,MS PHILLIPS,19970205,7,PHILLIPS,7353
717,MR STERN,19970205,8,STERN,4376
718,MR STOCKTON,19970205,1,STOCKTON,18
719,MR HOENIG,19970205,8,HOENIG,6057
720,MR JORDAN,19970205,11,JORDAN,14500
721,MR GUYNN,19970205,5,GUYNN,7508
722,MR MCTEER,19970205,7,MCTEER,6702
723,MR MEYER,19970205,12,MEYER,14652
724,NAIRUCHAIRMAN GREENSPAN,19970205,1,GREENSPAN,73
725,MR MADIGAN,19970205,3,MADIGAN,1500
726,PCECHAIRMAN GREENSPAN,19970205,1,GREENSPAN,1990
727,MR NIEYER,19970205,1,NIEYER,846
728,ICHAIRMAN GREENSPAN,19970205,2,GREENSPAN,31
729,CPIMR HOENIG,19970205,1,HOENIG,8
730,MR BERNARDC,19970205,2,BERNARDC,439
731,CHAIRMAN GREENSPAN,19970325,59,GREENSPAN,22774
732,MR STOCKTON,19970325,1,STOCKTON,67
733,MR FISHER,19970325,1,FISHER,47
734,VICE CHAIRMAN MCDONOUGH,19970325,4,MCDONOUGH,6231
735,MR KELLEY,19970325,8,KELLEY,4085
736,MR PRELL,19970325,8,PRELL,6165
737,MR PARRY,19970325,5,PARRY,4918
738,MS MINEHAN,19970325,9,MINEHAN,5019
739,MR MOSKOW,19970325,3,MOSKOW,6741
740,MR BROADDUS,19970325,2,BROADDUS,7333
741,MR JORDAN,19970325,2,JORDAN,9699
742,MR HOENIG,19970325,2,HOENIG,2135
743,MR GUYNN,19970325,3,GUYNN,6012
744,MR BOEHNE,19970325,2,BOEHNE,3402
745,MR STERN,19970325,2,STERN,3770
746,MS RIVLIN,19970325,2,RIVLIN,3052
747,MR MELZER,19970325,2,MELZER,3647
748,MR MCTEER,19970325,4,MCTEER,3618
749,MR MEYER,19970325,2,MEYER,14041
750,MS PHULIPS,19970325,1,PHULIPS,3704
751,MR KOHN,19970325,2,KOHN,57
752,MS RNLIN,19970325,4,RNLIN,913
753,MS PHILLIPS,19970325,1,PHILLIPS,322
754,MR BERNARD,19970325,2,BERNARD,872
755,CHAIRMAN GREENSPAN,19970520,56,GREENSPAN,20410
756,VICE CHAIRMAN MCDONOUGH,19970520,4,MCDONOUGH,6878
757,MR FISHER,19970520,13,FISHER,5708
758,MS RNLIN,19970520,2,RNLIN,4600
759,MR PRELL,19970520,7,PRELL,2359
760,MR PARRY,19970520,5,PARRY,5678
761,MR HOENIG,19970520,3,HOENIG,4851
762,MR JORDAN,19970520,7,JORDAN,12415
763,MR KOHN,19970520,3,KOHN,1256
764,GDPCHAIRMAN GREENSPAN,19970520,1,GREENSPAN,111
765,MR MCTEER,19970520,3,MCTEER,4503
766,MS MINEHAN,19970520,3,MINEHAN,8023
767,MR BROADDUS,19970520,2,BROADDUS,8713
768,MR BOEHNE,19970520,2,BOEHNE,4084
769,MR GUYNN,19970520,2,GUYNN,7277
770,MR MOSKOW,19970520,2,MOSKOW,6993
771,MR STERN,19970520,2,STERN,4830
772,MR MELZER,19970520,1,MELZER,4503
773,MS PHILLIPS,19970520,2,PHILLIPS,5648
774,MR KELLEY,19970520,2,KELLEY,4820
775,MR MEYER,19970520,2,MEYER,17866
776,MS RIVLIN,19970520,1,RIVLIN,597
777,MR BERNARD,19970520,2,BERNARD,954
778,CHAIRMAN GREENSPAN,19970702,130,GREENSPAN,40311
779,MS PHILLIPS,19970702,11,PHILLIPS,7975
780,VICE CHAIRMAN MCDONOUGH,19970702,10,MCDONOUGH,6527
781,MR FISHER,19970702,3,FISHER,789
782,MR BOEHNE,19970702,9,BOEHNE,8021
783,MR KOHN,19970702,15,KOHN,11932
784,MR BROADDUS,19970702,8,BROADDUS,14684
785,MR MELZER,19970702,6,MELZER,11580
786,MR SLIFMAN,19970702,5,SLIFMAN,755
787,MR PARRY,19970702,15,PARRY,7547
788,MR STOCKTON,19970702,4,STOCKTON,733
789,MR TRUMAN,19970702,2,TRUMAN,498
790,BFIMR PARRY,19970702,1,PARRY,2
791,MS MINEHAN,19970702,15,MINEHAN,16094
792,MR PRELL,19970702,8,PRELL,1428
793,MR HOENIG,19970702,5,HOENIG,6581
794,MR MOSKOW,19970702,7,MOSKOW,8615
795,MR GUYNN,19970702,6,GUYNN,8183
796,MR STERN,19970702,6,STERN,6273
797,MR JORDAN,19970702,14,JORDAN,22799
798,MS RIVLIN,19970702,4,RIVLIN,5554
799,MR MCTEER,19970702,10,MCTEER,9353
800,MR MEYER,19970702,9,MEYER,16919
801,MR KELLEY,19970702,6,KELLEY,5129
802,MS RNLIN,19970702,5,RNLIN,1562
803,CHAIRMAN GREENSP AN,19970702,2,AN,433
804,MR SIMPSON,19970702,8,SIMPSON,926
805,IICHAIRMAN GREENSPAN,19970702,1,GREENSPAN,130
806,VICE CHAJRMAN MCDONOUGH,19970702,1,MCDONOUGH,35
807,CHAJRMAN GREENSPAN,19970702,1,GREENSPAN,39
808,MR BERNARD,19970702,2,BERNARD,1843
809,MR BERNARDC,19970702,2,BERNARDC,427
810,MS PH,19970702,1,PH,607
811,CHAIRMAN GREENSPAN,19970819,101,GREENSPAN,24128
812,VICE CHAIRMAN MCDONOUGH,19970819,12,MCDONOUGH,5792
813,MR FISHER,19970819,10,FISHER,15651
814,MR TRUMAN,19970819,7,TRUMAN,11071
815,MS MINEHAN,19970819,12,MINEHAN,6167
816,MR PARRY,19970819,5,PARRY,4601
817,MR MCTEER,19970819,3,MCTEER,3405
818,MR MELZER,19970819,6,MELZER,6034
819,MS PHILLIPS,19970819,8,PHILLIPS,4123
820,MR KOHN,19970819,13,KOHN,17695
821,MR PRELL,19970819,11,PRELL,12143
822,MS RNLIN,19970819,2,RNLIN,109
823,MR STERN,19970819,3,STERN,2115
824,MR MOSKOW,19970819,3,MOSKOW,5496
825,MR HOENIG,19970819,2,HOENIG,2703
826,MR GUYNN,19970819,2,GUYNN,3953
827,MR BROADDUS,19970819,3,BROADDUS,5925
828,MR BOEHNE,19970819,6,BOEHNE,1673
829,MR KELLEY,19970819,4,KELLEY,1813
830,MS RIVLIN,19970819,6,RIVLIN,3425
831,MR MEYER,19970819,5,MEYER,6554
832,MR JORDAN,19970819,2,JORDAN,9222
833,MR BERNARD,19970819,3,BERNARD,1653
834,ICHAIRMAN GREENSPAN,19970819,1,GREENSPAN,15
835,MR BERNARDC,19970819,1,BERNARDC,213
836,CHAIRMAN GREENSPAN,19970930,67,GREENSPAN,17151
837,VICE CHAIRMAN MCDONOUGH,19970930,9,MCDONOUGH,7594
838,MR FISHER,19970930,3,FISHER,12694
839,MR BROADDUS,19970930,4,BROADDUS,6693
840,MR PRELL,19970930,17,PRELL,22922
841,MR MOSKOW,19970930,5,MOSKOW,6381
842,MR PARRY,19970930,4,PARRY,4984
843,MR JORDAN,19970930,7,JORDAN,13488
844,MR GUYNN,19970930,3,GUYNN,4694
845,CHAIRMAN CHAIRMAN,19970930,1,CHAIRMAN,223
846,MS MINEHAN,19970930,6,MINEHAN,9633
847,MR MCTEER,19970930,6,MCTEER,6917
848,MR HOENIG,19970930,2,HOENIG,3215
849,MR BOEHNE,19970930,2,BOEHNE,2217
850,MR MELZER,19970930,2,MELZER,4904
851,MR STERN,19970930,2,STERN,3322
852,MS RNLIN,19970930,2,RNLIN,6921
853,MR MEYER,19970930,2,MEYER,7006
854,MS PHILLIPS,19970930,2,PHILLIPS,4046
855,MR KELLEY,19970930,3,KELLEY,2933
856,MR KOHN,19970930,3,KOHN,13250
857,MS RIVLIN,19970930,3,RIVLIN,1191
858,MR BERNARD,19970930,1,BERNARD,686
859,MR BERNARDC,19970930,1,BERNARDC,213
860,CHAIRMAN GREENSPAN,19971112,81,GREENSPAN,13095
861,MR MELZER,19971112,4,MELZER,6693
862,VICE CHAIRMAN MCDONOUGH,19971112,12,MCDONOUGH,4870
863,MR FISHER,19971112,19,FISHER,33852
864,MR TRUMAN,19971112,13,TRUMAN,16206
865,MS MINEHAN,19971112,9,MINEHAN,10098
866,CHAIRMAL GREENSPAN,19971112,1,GREENSPAN,15
867,MS RNLIN,19971112,4,RNLIN,714
868,MR BROADDUS,19971112,7,BROADDUS,8476
869,MR KOHN,19971112,5,KOHN,12034
870,MR STERN,19971112,4,STERN,3644
871,MR PARRY,19971112,8,PARRY,5417
872,MR PRELL,19971112,18,PRELL,18718
873,MR STOCKTON,19971112,2,STOCKTON,530
874,MR HOENIG,19971112,4,HOENIG,4732
875,MR MOSKOW,19971112,4,MOSKOW,5776
876,MR GUYNN,19971112,3,GUYNN,7574
877,MR MCTEER,19971112,7,MCTEER,8039
878,MR JORDAN,19971112,2,JORDAN,10274
879,MS RIVLIN,19971112,4,RIVLIN,3763
880,CHAIRMAN GR,19971112,1,GR,178
881,MR BOEHNE,19971112,2,BOEHNE,2385
882,MR MEYER,19971112,3,MEYER,8021
883,MS PHILLIPS,19971112,1,PHILLIPS,4291
884,MR KELLEY,19971112,4,KELLEY,1713
885,MR FERGUSON,19971112,2,FERGUSON,2463
886,MR GRAMLICH,19971112,2,GRAMLICH,2923
887,ICHAIRMAN GREENSPAN,19971112,1,GREENSPAN,15
888,MS PH,19971112,1,PH,65
889,MR BERNARD,19971112,1,BERNARD,723
890,MR BERNARDC,19971112,1,BERNARDC,254
891,CHAIRMAN GREENSPAN,19971216,61,GREENSPAN,22329
892,MR RNES,19971216,1,RNES,21
893,MR SIEGMAN,19971216,1,SIEGMAN,143
894,VICE CHAIRMAN MCDONOUGH,19971216,6,MCDONOUGH,11485
895,MR FISHER,19971216,6,FISHER,11774
896,MR TRUMAN,19971216,10,TRUMAN,16250
897,MR PARRY,19971216,7,PARRY,6283
898,MR PRELL,19971216,1,PRELL,6100
899,MR BROADDUS,19971216,3,BROADDUS,7637
900,MR MOSKOW,19971216,4,MOSKOW,5585
901,MR BOEHNE,19971216,2,BOEHNE,4368
902,MR GUYNN,19971216,2,GUYNN,5390
903,MR MCTEER,19971216,5,MCTEER,6295
904,MS MINEHAN,19971216,3,MINEHAN,7218
905,MR STERN,19971216,2,STERN,2782
906,MR HOENIG,19971216,2,HOENIG,4897
907,MS RIVLIN,19971216,3,RIVLIN,4126
908,MS PHILLIPS,19971216,2,PHILLIPS,4278
909,MR FERGUSON,19971216,2,FERGUSON,4468
910,MR MEYER,19971216,2,MEYER,6562
911,MR KELLEY,19971216,2,KELLEY,2918
912,MR JORDAN,19971216,2,JORDAN,9056
913,MR GRAMLICH,19971216,2,GRAMLICH,2637
914,MR RIVES,19971216,2,RIVES,801
915,MR KOHN,19971216,1,KOHN,10065
916,CHAJRMAN GREENSPAN,19971216,2,GREENSPAN,33
917,MR BERNARD,19971216,2,BERNARD,699
918,MR BERNARDC,19971216,1,BERNARDC,254
919,CHAIRMAN GREENSPAN,19980204,107,GREENSPAN,19621
920,MS RIVLIN,19980204,10,RIVLIN,6129
921,MS PHILLIPS,19980204,2,PHILLIPS,901
922,MR MCDONOUGH,19980204,1,MCDONOUGH,16
923,MR KELLEY,19980204,4,KELLEY,2953
924,MR BERNARDS,19980204,1,BERNARDS,627
925,MS MINEHAN,19980204,20,MINEHAN,9460
926,VICE CHAIRMAN MCDONOUGH,19980204,15,MCDONOUGH,5106
927,MR FISHER,19980204,8,FISHER,14975
928,MR TRUMAN,19980204,7,TRUMAN,4279
929,MR KEILEY,19980204,1,KEILEY,6
930,MR JORDAN,19980204,12,JORDAN,14757
931,MR MCTEER,19980204,5,MCTEER,6050
932,MR BROADDUS,19980204,6,BROADDUS,10501
933,MR PARRY,19980204,5,PARRY,6092
934,MR PRELL,19980204,16,PRELL,26527
935,MS JOHNSON,19980204,9,JOHNSON,21452
936,MR KOHN,19980204,17,KOHN,20401
937,MR STOCKTON,19980204,1,STOCKTON,583
938,GDPMR TRUMAN,19980204,1,TRUMAN,52
939,GDPMS JOHNSON,19980204,1,JOHNSON,180
940,GDPMS MINEHAN,19980204,1,MINEHAN,59
941,MR STERN,19980204,5,STERN,3404
942,RMAN GREENSPAN,19980204,1,GREENSPAN,16
943,MR BOEHNE,19980204,3,BOEHNE,3717
944,MR GUYNN,19980204,6,GUYNN,7518
945,MR MOSKOW,19980204,3,MOSKOW,5083
946,MR HOENIG,19980204,6,HOENIG,4693
947,MR GRAMLICH,19980204,7,GRAMLICH,4820
948,MS PHIL,19980204,1,PHIL,3065
949,MR FERGUSON,19980204,3,FERGUSON,3209
950,MR MEYER,19980204,4,MEYER,8794
951,MR RIVES,19980204,3,RIVES,2944
952,MR LINDSEY,19980204,5,LINDSEY,10064
953,IIICHAIRMAN GREENSPAN,19980204,1,GREENSPAN,17
954,ICHAIRMAN GREENSPAN,19980204,2,GREENSPAN,25
955,MR BERNARD,19980204,2,BERNARD,1498
956,MR BERNARDC,19980204,2,BERNARDC,529
957,CHAJRMAN GREENSPAN,19980204,1,GREENSPAN,76
958,MR PREIL,19980204,1,PREIL,285
959,MS PHIUIPS,19980204,1,PHIUIPS,40
960,CHAIRMAN GREENSPAN,19980331,76,GREENSPAN,19276
961,MR POOLE,19980331,5,POOLE,5031
962,VICE CHAIRMAN MCDONOUGH,19980331,9,MCDONOUGH,5451
963,MS MINEHAN,19980331,5,MINEHAN,7466
964,MR FISHER,19980331,11,FISHER,20073
965,MR KOHN,19980331,5,KOHN,13675
966,MR JORDAN,19980331,15,JORDAN,12542
967,MR PRELL,19980331,16,PRELL,14268
968,QI GDPW,19980331,1,GDPW,6789
969,MR PROMISEL,19980331,5,PROMISEL,5285
970,MR TRUMAN,19980331,1,TRUMAN,106
971,MR PARRY,19980331,7,PARRY,6549
972,MR MOSKOW,19980331,6,MOSKOW,6846
973,MR STOCKTON,19980331,3,STOCKTON,870
974,MR PROMJSEL,19980331,1,PROMJSEL,240
975,MR BROADDUS,19980331,5,BROADDUS,7123
976,MS RIVLIN,19980331,4,RIVLIN,5711
977,MR BOEHNE,19980331,2,BOEHNE,4151
978,CHAJRMAN GREENSPAN,19980331,3,GREENSPAN,61
979,MR GUYNN,19980331,2,GUYNN,6633
980,MR HOENJG,19980331,1,HOENJG,3873
981,RMAN GREENSPAN,19980331,1,GREENSPAN,16
982,MR MCTEER,19980331,2,MCTEER,4033
983,MR STERN,19980331,3,STERN,4284
984,MR MEYER,19980331,3,MEYER,7099
985,MR GRAMLICH,19980331,5,GRAMLICH,6018
986,MR FERGUSON,19980331,3,FERGUSON,4771
987,MR KELLEY,19980331,2,KELLEY,3758
988,MS PHILLIPS,19980331,2,PHILLIPS,5041
989,MR HOENIG,19980331,2,HOENIG,1618
990,MR BERNARD,19980331,1,BERNARD,715
991,MR BERNARDC,19980331,1,BERNARDC,95
992,MR BERNARDP,19980331,1,BERNARDP,169
993,CHAIRMAN GREENSPAN,19980519,80,GREENSPAN,32497
994,VICE CHAIRMAN MCDONOUGH,19980519,6,MCDONOUGH,6563
995,MS PHILLIPS,19980519,3,PHILLIPS,480
996,JCHAIRMAN GREENSPAN,19980519,1,GREENSPAN,339
997,MR FISHER,19980519,16,FISHER,24495
998,MR BOEHNE,19980519,2,BOEHNE,3298
999,MR HOENIG,19980519,10,HOENIG,4946
1000,MR TRUMAN,19980519,4,TRUMAN,1979
1001,MS MINEHAN,19980519,7,MINEHAN,4274
1002,MR PRELL,19980519,34,PRELL,31159
1003,MR PARRY,19980519,4,PARRY,4662
1004,MR MOSKOW,19980519,4,MOSKOW,6317
1005,MR STOCKTON,19980519,3,STOCKTON,1044
1006,MR GRAMLICH,19980519,3,GRAMLICH,4562
1007,MR POOLE,19980519,8,POOLE,4372
1008,MR JORDAN,19980519,9,JORDAN,5248
1009,MR MCTEER,19980519,3,MCTEER,6134
1010,MR BROADDUS,19980519,2,BROADDUS,6993
1011,MS MJNEHAN,19980519,1,MJNEHAN,4348
1012,MR GUYNN,19980519,2,GUYNN,6320
1013,MR STERN,19980519,2,STERN,4449
1014,MS PIDLLIPS,19980519,1,PIDLLIPS,4082
1015,MR FERGUSON,19980519,2,FERGUSON,7315
1016,MS RIVLIN,19980519,3,RIVLIN,3574
1017,MR KELLEY,19980519,2,KELLEY,2662
1018,MR MEYER,19980519,2,MEYER,12606
1019,MR KOHN,19980519,3,KOHN,9464
1020,NIR POOLE,19980519,1,POOLE,3003
1021,MR GILLUM,19980519,2,GILLUM,1035
1022,CHAIRMAN GREENSPAN,19980701,153,GREENSPAN,42135
1023,MS RIVLIN,19980701,16,RIVLIN,7142
1024,VICE CHAIRMAN MCDONOUGH,19980701,21,MCDONOUGH,15444
1025,MR FISHER,19980701,6,FISHER,12239
1026,MR MCTEER,19980701,8,MCTEER,10357
1027,MR BROADDUS,19980701,10,BROADDUS,16202
1028,MR BOEHNE,19980701,6,BOEHNE,9037
1029,MR TRUMAN,19980701,6,TRUMAN,7229
1030,MR MOSKOW,19980701,9,MOSKOW,9318
1031,MS MINEHAN,19980701,14,MINEHAN,16223
1032,MR KELLEY,19980701,6,KELLEY,12013
1033,MR PRELL,19980701,12,PRELL,17311
1034,MR HOOPER,19980701,13,HOOPER,23015
1035,MR STOCKTON,19980701,2,STOCKTON,14423
1036,MR POOLE,19980701,11,POOLE,13008
1037,MR MEYER,19980701,13,MEYER,16264
1038,MR JORDAN,19980701,11,JORDAN,19525
1039,MR GRAMLICH,19980701,10,GRAMLICH,10419
1040,MR HOENIG,19980701,9,HOENIG,8402
1041,MR PARRY,19980701,14,PARRY,10889
1042,MR KOHN,19980701,11,KOHN,20081
1043,MR GUYNN,19980701,6,GUYNN,10458
