,speaker,date,speak_count,speaker_unique
578,NAIRUMR MEYER,19960703,1,MEYER
579,MR BROADDUS,19960703,11,BROADDUS
580,MR MOSKOW,19960703,4,MOSKOW
581,MR BOEHNE,19960703,6,BOEHNE
582,MR MCTEER,19960703,5,MCTEER
583,MR GUYNN,19960703,3,GUYNN
584,MR MELZER,19960703,7,MELZER
585,MR KELLEY,19960703,5,KELLEY
586,MS YELLEN,19960703,27,YELLEN
587,MS RIVLIN,19960703,5,RIVLIN
588,MR BERNARD,19960703,3,BERNARD
589,MR BERNARDC,19960703,2,BERNARDC
590,CHAIRMAN GREENSPAN,19960820,78,GREENSPAN
591,VICE CHAIRMAN MCDONOUGH,19960820,9,MCDONOUGH
592,MR FISHER,19960820,8,FISHER
593,MR KOHN,19960820,5,KOHN
594,MR SIEGMAN,19960820,3,SIEGMAN
595,MR JORDAN,19960820,12,JORDAN
596,MR LINDSEY,19960820,6,LINDSEY
597,MR BROADDUS,19960820,2,BROADDUS
598,MR PRELL,19960820,13,PRELL
599,MS MINEHAN,19960820,9,MINEHAN
600,MR PARRY,19960820,5,PARRY
601,MR MOSKOW,19960820,3,MOSKOW
602,MR STERN,19960820,6,STERN
603,MR HOENIG,19960820,2,HOENIG
604,MR BOEHNE,19960820,1,BOEHNE
605,MR GUYNN,19960820,2,GUYNN
606,MR MCTEER,19960820,2,MCTEER
607,MR MELZER,19960820,2,MELZER
608,MR KELLEY,19960820,2,KELLEY
609,MR MEYER,19960820,2,MEYER
610,MS PHILLIPS,19960820,2,PHILLIPS
611,GOVERNOR YELLEN,19960820,1,YELLEN
612,MS RIVLIN,19960820,2,RIVLIN
613,PRESIDENT BOEHNE,19960820,1,BOEHNE
614,PRESIDENT BROADDUS,19960820,1,BROADDUS
615,MS YELLEN,19960820,1,YELLEN
616,MR BERNARD,19960820,1,BERNARD
617,MR BERNARDC,19960820,1,BERNARDC
618,CHAIRMAN GREENSPAN,19960924,89,GREENSPAN
619,MR PARRY,19960924,4,PARRY
620,MR FISHER,19960924,29,FISHER
621,MR LINDSEY,19960924,9,LINDSEY
622,MR TRUMAN,19960924,5,TRUMAN
623,EMUMR LINDSEY,19960924,1,LINDSEY
624,VICE CHAIRMAN MCDONOUGH,19960924,13,MCDONOUGH
625,MS RIVLIN,19960924,4,RIVLIN
626,MR PRELL,19960924,2,PRELL
627,MR MCTEER,19960924,2,MCTEER
628,MR JORDAN,19960924,9,JORDAN
629,MR BROADDUS,19960924,2,BROADDUS
630,MR GUYNN,19960924,2,GUYNN
631,MS MINEHAN,19960924,8,MINEHAN
632,MR KELLEY,19960924,3,KELLEY
633,MR MOSKOW,19960924,2,MOSKOW
634,MR HOENIG,19960924,4,HOENIG
635,MR BOEHNE,19960924,6,BOEHNE
636,MR MELZER,19960924,10,MELZER
637,MR STERN,19960924,2,STERN
638,MS PHILLIPS,19960924,4,PHILLIPS
639,MR MEYER,19960924,6,MEYER
640,MS YELLEN,19960924,2,YELLEN
641,MR KOHN,19960924,11,KOHN
642,MR BERNARD,19960924,2,BERNARD
643,MR BERNARDC,19960924,1,BERNARDC
644,CHAIRMAN GREENSPAN,19961113,65,GREENSPAN
645,MR FISHER,19961113,5,FISHER
646,MR KELLEY,19961113,3,KELLEY
647,MR MCTEER,19961113,5,MCTEER
648,MR BROADDUS,19961113,3,BROADDUS
649,MR TRUMAN,19961113,1,TRUMAN
650,VICE CHAIRMAN MCDONOUGH,19961113,3,MCDONOUGH
651,MR BOEHNE,19961113,3,BOEHNE
652,MR PRELL,19961113,16,PRELL
653,MR PARRY,19961113,6,PARRY
654,MR STOCKTON,19961113,6,STOCKTON
655,MR MOSKOW,19961113,4,MOSKOW
656,MS MINEHAN,19961113,5,MINEHAN
657,MS PHILLIPS,19961113,4,PHILLIPS
658,MR LINDSEY,19961113,5,LINDSEY
659,MR GUYNN,19961113,2,GUYNN
660,MR STERN,19961113,2,STERN
661,MR HOENIG,19961113,2,HOENIG
662,MR MELZER,19961113,2,MELZER
663,MR JORDAN,19961113,3,JORDAN
664,MR MEYER,19961113,2,MEYER
665,MS RIVLIN,19961113,2,RIVLIN
666,MS YELLEN,19961113,2,YELLEN
667,MR BERNARD,19961113,1,BERNARD
668,MR BERNARDC,19961113,1,BERNARDC
669,CHAIRMAN GREENSPAN,19961217,66,GREENSPAN
670,MS RIVLIN,19961217,4,RIVLIN
671,VICE CHAIRMAN MCDONOUGH,19961217,5,MCDONOUGH
672,MR MOSKOW,19961217,6,MOSKOW
673,MR PRELL,19961217,10,PRELL
674,MR FISHER,19961217,19,FISHER
675,MR BOEHNE,19961217,7,BOEHNE
676,MR KOHN,19961217,4,KOHN
677,MR MELZER,19961217,4,MELZER
678,MR GUYNN,19961217,3,GUYNN
679,MR CHAIRMAN,19961217,1,CHAIRMAN
680,MR JORDAN,19961217,5,JORDAN
681,MR BROADDUS,19961217,4,BROADDUS
682,MS MINEHAN,19961217,4,MINEHAN
683,MR TRUMAN,19961217,1,TRUMAN
684,MR PARRY,19961217,6,PARRY
685,MR HOENIG,19961217,2,HOENIG
686,PRESIDENT GUYNN,19961217,1,GUYNN
687,MR MCTEER,19961217,2,MCTEER
688,MR STERN,19961217,2,STERN
689,MR KELLEY,19961217,2,KELLEY
690,MS PHILLIPS,19961217,2,PHILLIPS
691,MR MEYER,19961217,2,MEYER
692,MR LINDSEY,19961217,4,LINDSEY
693,MS YELLEN,19961217,3,YELLEN
694,CHAIRMAN GREENSPANG,19961217,1,GREENSPANG
695,MR BERNARD,19961217,1,BERNARD
696,MR BERNARDC,19961217,1,BERNARDC
697,CHAIRMAN GREENSPAN,19970205,155,GREENSPAN
698,MS MINEHAN,19970205,15,MINEHAN
699,MS RIVLIN,19970205,12,RIVLIN
700,MR KELLEY,19970205,7,KELLEY
701,VICE CHAIRMAN MCDONOUGH,19970205,29,MCDONOUGH
702,MR BROADDUS,19970205,13,BROADDUS
703,MS RNLIN,19970205,3,RNLIN
704,MR BERNARD,19970205,4,BERNARD
705,MR FISHER,19970205,5,FISHER
706,MR TRUMAN,19970205,6,TRUMAN
707,MR KOHN,19970205,23,KOHN
708,MR BOEHNE,19970205,6,BOEHNE
709,MR MELZER,19970205,16,MELZER
710,MR COYNE,19970205,3,COYNE
711,MR MOSKOW,19970205,5,MOSKOW
712,IMS MINEHAN,19970205,1,MINEHAN
713,MR PRELL,19970205,17,PRELL
714,MR PARRY,19970205,10,PARRY
715,MS PHULIPS,19970205,1,PHULIPS
716,MS PHILLIPS,19970205,7,PHILLIPS
717,MR STERN,19970205,8,STERN
718,MR STOCKTON,19970205,1,STOCKTON
719,MR HOENIG,19970205,8,HOENIG
720,MR JORDAN,19970205,11,JORDAN
721,MR GUYNN,19970205,5,GUYNN
722,MR MCTEER,19970205,7,MCTEER
723,MR MEYER,19970205,12,MEYER
724,NAIRUCHAIRMAN GREENSPAN,19970205,1,GREENSPAN
725,MR MADIGAN,19970205,3,MADIGAN
726,PCECHAIRMAN GREENSPAN,19970205,1,GREENSPAN
727,MR NIEYER,19970205,1,NIEYER
728,ICHAIRMAN GREENSPAN,19970205,2,GREENSPAN
729,CPIMR HOENIG,19970205,1,HOENIG
730,MR BERNARDC,19970205,2,BERNARDC
731,CHAIRMAN GREENSPAN,19970325,59,GREENSPAN
732,MR STOCKTON,19970325,1,STOCKTON
733,MR FISHER,19970325,1,FISHER
734,VICE CHAIRMAN MCDONOUGH,19970325,4,MCDONOUGH
735,MR KELLEY,19970325,8,KELLEY
736,MR PRELL,19970325,8,PRELL
737,MR PARRY,19970325,5,PARRY
738,MS MINEHAN,19970325,9,MINEHAN
739,MR MOSKOW,19970325,3,MOSKOW
740,MR BROADDUS,19970325,2,BROADDUS
741,MR JORDAN,19970325,2,JORDAN
742,MR HOENIG,19970325,2,HOENIG
743,MR GUYNN,19970325,3,GUYNN
744,MR BOEHNE,19970325,2,BOEHNE
745,MR STERN,19970325,2,STERN
746,MS RIVLIN,19970325,2,RIVLIN
747,MR MELZER,19970325,2,MELZER
748,MR MCTEER,19970325,4,MCTEER
749,MR MEYER,19970325,2,MEYER
750,MS PHULIPS,19970325,1,PHULIPS
751,MR KOHN,19970325,2,KOHN
752,MS RNLIN,19970325,4,RNLIN
753,MS PHILLIPS,19970325,1,PHILLIPS
754,MR BERNARD,19970325,2,BERNARD
755,CHAIRMAN GREENSPAN,19970520,56,GREENSPAN
756,VICE CHAIRMAN MCDONOUGH,19970520,4,MCDONOUGH
757,MR FISHER,19970520,13,FISHER
758,MS RNLIN,19970520,2,RNLIN
759,MR PRELL,19970520,7,PRELL
760,MR PARRY,19970520,5,PARRY
761,MR HOENIG,19970520,3,HOENIG
762,MR JORDAN,19970520,7,JORDAN
763,MR KOHN,19970520,3,KOHN
764,GDPCHAIRMAN GREENSPAN,19970520,1,GREENSPAN
765,MR MCTEER,19970520,3,MCTEER
766,MS MINEHAN,19970520,3,MINEHAN
767,MR BROADDUS,19970520,2,BROADDUS
768,MR BOEHNE,19970520,2,BOEHNE
769,MR GUYNN,19970520,2,GUYNN
770,MR MOSKOW,19970520,2,MOSKOW
771,MR STERN,19970520,2,STERN
772,MR MELZER,19970520,1,MELZER
773,MS PHILLIPS,19970520,2,PHILLIPS
774,MR KELLEY,19970520,2,KELLEY
775,MR MEYER,19970520,2,MEYER
776,MS RIVLIN,19970520,1,RIVLIN
777,MR BERNARD,19970520,2,BERNARD
778,CHAIRMAN GREENSPAN,19970702,130,GREENSPAN
779,MS PHILLIPS,19970702,11,PHILLIPS
780,VICE CHAIRMAN MCDONOUGH,19970702,10,MCDONOUGH
781,MR FISHER,19970702,3,FISHER
782,MR BOEHNE,19970702,9,BOEHNE
783,MR KOHN,19970702,15,KOHN
784,MR BROADDUS,19970702,8,BROADDUS
785,MR MELZER,19970702,6,MELZER
786,MR SLIFMAN,19970702,5,SLIFMAN
787,MR PARRY,19970702,15,PARRY
788,MR STOCKTON,19970702,4,STOCKTON
789,MR TRUMAN,19970702,2,TRUMAN
790,BFIMR PARRY,19970702,1,PARRY
791,MS MINEHAN,19970702,15,MINEHAN
792,MR PRELL,19970702,8,PRELL
793,MR HOENIG,19970702,5,HOENIG
794,MR MOSKOW,19970702,7,MOSKOW
795,MR GUYNN,19970702,6,GUYNN
796,MR STERN,19970702,6,STERN
797,MR JORDAN,19970702,14,JORDAN
798,MS RIVLIN,19970702,4,RIVLIN
799,MR MCTEER,19970702,10,MCTEER
800,MR MEYER,19970702,9,MEYER
801,MR KELLEY,19970702,6,KELLEY
802,MS RNLIN,19970702,5,RNLIN
803,CHAIRMAN GREENSP AN,19970702,2,AN
804,MR SIMPSON,19970702,8,SIMPSON
805,IICHAIRMAN GREENSPAN,19970702,1,GREENSPAN
806,VICE CHAJRMAN MCDONOUGH,19970702,1,MCDONOUGH
807,CHAJRMAN GREENSPAN,19970702,1,GREENSPAN
808,MR BERNARD,19970702,2,BERNARD
809,MR BERNARDC,19970702,2,BERNARDC
810,MS PH,19970702,1,PH
811,CHAIRMAN GREENSPAN,19970819,101,GREENSPAN
812,VICE CHAIRMAN MCDONOUGH,19970819,12,MCDONOUGH
813,MR FISHER,19970819,10,FISHER
814,MR TRUMAN,19970819,7,TRUMAN
815,MS MINEHAN,19970819,12,MINEHAN
816,MR PARRY,19970819,5,PARRY
817,MR MCTEER,19970819,3,MCTEER
818,MR MELZER,19970819,6,MELZER
819,MS PHILLIPS,19970819,8,PHILLIPS
820,MR KOHN,19970819,13,KOHN
821,MR PRELL,19970819,11,PRELL
822,MS RNLIN,19970819,2,RNLIN
823,MR STERN,19970819,3,STERN
824,MR MOSKOW,19970819,3,MOSKOW
825,MR HOENIG,19970819,2,HOENIG
826,MR GUYNN,19970819,2,GUYNN
827,MR BROADDUS,19970819,3,BROADDUS
828,MR BOEHNE,19970819,6,BOEHNE
829,MR KELLEY,19970819,4,KELLEY
830,MS RIVLIN,19970819,6,RIVLIN
831,MR MEYER,19970819,5,MEYER
832,MR JORDAN,19970819,2,JORDAN
833,MR BERNARD,19970819,3,BERNARD
834,ICHAIRMAN GREENSPAN,19970819,1,GREENSPAN
835,MR BERNARDC,19970819,1,BERNARDC
836,CHAIRMAN GREENSPAN,19970930,67,GREENSPAN
837,VICE CHAIRMAN MCDONOUGH,19970930,9,MCDONOUGH
838,MR FISHER,19970930,3,FISHER
839,MR BROADDUS,19970930,4,BROADDUS
840,MR PRELL,19970930,17,PRELL
841,MR MOSKOW,19970930,5,MOSKOW
842,MR PARRY,19970930,4,PARRY
843,MR JORDAN,19970930,7,JORDAN
844,MR GUYNN,19970930,3,GUYNN
845,CHAIRMAN CHAIRMAN,19970930,1,CHAIRMAN
846,MS MINEHAN,19970930,6,MINEHAN
847,MR MCTEER,19970930,6,MCTEER
848,MR HOENIG,19970930,2,HOENIG
849,MR BOEHNE,19970930,2,BOEHNE
850,MR MELZER,19970930,2,MELZER
851,MR STERN,19970930,2,STERN
852,MS RNLIN,19970930,2,RNLIN
853,MR MEYER,19970930,2,MEYER
854,MS PHILLIPS,19970930,2,PHILLIPS
855,MR KELLEY,19970930,3,KELLEY
856,MR KOHN,19970930,3,KOHN
857,MS RIVLIN,19970930,3,RIVLIN
858,MR BERNARD,19970930,1,BERNARD
859,MR BERNARDC,19970930,1,BERNARDC
860,CHAIRMAN GREENSPAN,19971112,81,GREENSPAN
861,MR MELZER,19971112,4,MELZER
862,VICE CHAIRMAN MCDONOUGH,19971112,12,MCDONOUGH
863,MR FISHER,19971112,19,FISHER
864,MR TRUMAN,19971112,13,TRUMAN
865,MS MINEHAN,19971112,9,MINEHAN
866,CHAIRMAL GREENSPAN,19971112,1,GREENSPAN
867,MS RNLIN,19971112,4,RNLIN
868,MR BROADDUS,19971112,7,BROADDUS
869,MR KOHN,19971112,5,KOHN
870,MR STERN,19971112,4,STERN
871,MR PARRY,19971112,8,PARRY
872,MR PRELL,19971112,18,PRELL
873,MR STOCKTON,19971112,2,STOCKTON
874,MR HOENIG,19971112,4,HOENIG
875,MR MOSKOW,19971112,4,MOSKOW
876,MR GUYNN,19971112,3,GUYNN
877,MR MCTEER,19971112,7,MCTEER
878,MR JORDAN,19971112,2,JORDAN
879,MS RIVLIN,19971112,4,RIVLIN
880,CHAIRMAN GR,19971112,1,GR
881,MR BOEHNE,19971112,2,BOEHNE
882,MR MEYER,19971112,3,MEYER
883,MS PHILLIPS,19971112,1,PHILLIPS
884,MR KELLEY,19971112,4,KELLEY
885,MR FERGUSON,19971112,2,FERGUSON
886,MR GRAMLICH,19971112,2,GRAMLICH
887,ICHAIRMAN GREENSPAN,19971112,1,GREENSPAN
888,MS PH,19971112,1,PH
889,MR BERNARD,19971112,1,BERNARD
890,MR BERNARDC,19971112,1,BERNARDC
891,CHAIRMAN GREENSPAN,19971216,61,GREENSPAN
892,MR RNES,19971216,1,RNES
893,MR SIEGMAN,19971216,1,SIEGMAN
894,VICE CHAIRMAN MCDONOUGH,19971216,6,MCDONOUGH
895,MR FISHER,19971216,6,FISHER
896,MR TRUMAN,19971216,10,TRUMAN
897,MR PARRY,19971216,7,PARRY
898,MR PRELL,19971216,1,PRELL
899,MR BROADDUS,19971216,3,BROADDUS
900,MR MOSKOW,19971216,4,MOSKOW
901,MR BOEHNE,19971216,2,BOEHNE
902,MR GUYNN,19971216,2,GUYNN
903,MR MCTEER,19971216,5,MCTEER
904,MS MINEHAN,19971216,3,MINEHAN
905,MR STERN,19971216,2,STERN
906,MR HOENIG,19971216,2,HOENIG
907,MS RIVLIN,19971216,3,RIVLIN
908,MS PHILLIPS,19971216,2,PHILLIPS
909,MR FERGUSON,19971216,2,FERGUSON
910,MR MEYER,19971216,2,MEYER
911,MR KELLEY,19971216,2,KELLEY
912,MR JORDAN,19971216,2,JORDAN
913,MR GRAMLICH,19971216,2,GRAMLICH
914,MR RIVES,19971216,2,RIVES
915,MR KOHN,19971216,1,KOHN
916,CHAJRMAN GREENSPAN,19971216,2,GREENSPAN
917,MR BERNARD,19971216,2,BERNARD
918,MR BERNARDC,19971216,1,BERNARDC
919,CHAIRMAN GREENSPAN,19980204,107,GREENSPAN
920,MS RIVLIN,19980204,10,RIVLIN
921,MS PHILLIPS,19980204,2,PHILLIPS
922,MR MCDONOUGH,19980204,1,MCDONOUGH
923,MR KELLEY,19980204,4,KELLEY
924,MR BERNARDS,19980204,1,BERNARDS
925,MS MINEHAN,19980204,20,MINEHAN
926,VICE CHAIRMAN MCDONOUGH,19980204,15,MCDONOUGH
927,MR FISHER,19980204,8,FISHER
928,MR TRUMAN,19980204,7,TRUMAN
929,MR KEILEY,19980204,1,KEILEY
930,MR JORDAN,19980204,12,JORDAN
931,MR MCTEER,19980204,5,MCTEER
932,MR BROADDUS,19980204,6,BROADDUS
933,MR PARRY,19980204,5,PARRY
934,MR PRELL,19980204,16,PRELL
935,MS JOHNSON,19980204,9,JOHNSON
936,MR KOHN,19980204,17,KOHN
937,MR STOCKTON,19980204,1,STOCKTON
938,GDPMR TRUMAN,19980204,1,TRUMAN
939,GDPMS JOHNSON,19980204,1,JOHNSON
940,GDPMS MINEHAN,19980204,1,MINEHAN
941,MR STERN,19980204,5,STERN
942,RMAN GREENSPAN,19980204,1,GREENSPAN
943,MR BOEHNE,19980204,3,BOEHNE
944,MR GUYNN,19980204,6,GUYNN
945,MR MOSKOW,19980204,3,MOSKOW
946,MR HOENIG,19980204,6,HOENIG
947,MR GRAMLICH,19980204,7,GRAMLICH
948,MS PHIL,19980204,1,PHIL
949,MR FERGUSON,19980204,3,FERGUSON
950,MR MEYER,19980204,4,MEYER
951,MR RIVES,19980204,3,RIVES
952,MR LINDSEY,19980204,5,LINDSEY
953,IIICHAIRMAN GREENSPAN,19980204,1,GREENSPAN
954,ICHAIRMAN GREENSPAN,19980204,2,GREENSPAN
955,MR BERNARD,19980204,2,BERNARD
956,MR BERNARDC,19980204,2,BERNARDC
957,CHAJRMAN GREENSPAN,19980204,1,GREENSPAN
958,MR PREIL,19980204,1,PREIL
959,MS PHIUIPS,19980204,1,PHIUIPS
960,CHAIRMAN GREENSPAN,19980331,76,GREENSPAN
961,MR POOLE,19980331,5,POOLE
962,VICE CHAIRMAN MCDONOUGH,19980331,9,MCDONOUGH
963,MS MINEHAN,19980331,5,MINEHAN
964,MR FISHER,19980331,11,FISHER
965,MR KOHN,19980331,5,KOHN
966,MR JORDAN,19980331,15,JORDAN
967,MR PRELL,19980331,16,PRELL
968,QI GDPW,19980331,1,GDPW
969,MR PROMISEL,19980331,5,PROMISEL
970,MR TRUMAN,19980331,1,TRUMAN
971,MR PARRY,19980331,7,PARRY
972,MR MOSKOW,19980331,6,MOSKOW
973,MR STOCKTON,19980331,3,STOCKTON
974,MR PROMJSEL,19980331,1,PROMJSEL
975,MR BROADDUS,19980331,5,BROADDUS
976,MS RIVLIN,19980331,4,RIVLIN
977,MR BOEHNE,19980331,2,BOEHNE
978,CHAJRMAN GREENSPAN,19980331,3,GREENSPAN
979,MR GUYNN,19980331,2,GUYNN
980,MR HOENJG,19980331,1,HOENJG
981,RMAN GREENSPAN,19980331,1,GREENSPAN
982,MR MCTEER,19980331,2,MCTEER
983,MR STERN,19980331,3,STERN
984,MR MEYER,19980331,3,MEYER
985,MR GRAMLICH,19980331,5,GRAMLICH
986,MR FERGUSON,19980331,3,FERGUSON
987,MR KELLEY,19980331,2,KELLEY
988,MS PHILLIPS,19980331,2,PHILLIPS
989,MR HOENIG,19980331,2,HOENIG
990,MR BERNARD,19980331,1,BERNARD
991,MR BERNARDC,19980331,1,BERNARDC
992,MR BERNARDP,19980331,1,BERNARDP
993,CHAIRMAN GREENSPAN,19980519,80,GREENSPAN
994,VICE CHAIRMAN MCDONOUGH,19980519,6,MCDONOUGH
995,MS PHILLIPS,19980519,3,PHILLIPS
996,JCHAIRMAN GREENSPAN,19980519,1,GREENSPAN
997,MR FISHER,19980519,16,FISHER
998,MR BOEHNE,19980519,2,BOEHNE
999,MR HOENIG,19980519,10,HOENIG
1000,MR TRUMAN,19980519,4,TRUMAN
1001,MS MINEHAN,19980519,7,MINEHAN
1002,MR PRELL,19980519,34,PRELL
1003,MR PARRY,19980519,4,PARRY
1004,MR MOSKOW,19980519,4,MOSKOW
1005,MR STOCKTON,19980519,3,STOCKTON
1006,MR GRAMLICH,19980519,3,GRAMLICH
1007,MR POOLE,19980519,8,POOLE
1008,MR JORDAN,19980519,9,JORDAN
1009,MR MCTEER,19980519,3,MCTEER
1010,MR BROADDUS,19980519,2,BROADDUS
1011,MS MJNEHAN,19980519,1,MJNEHAN
1012,MR GUYNN,19980519,2,GUYNN
1013,MR STERN,19980519,2,STERN
1014,MS PIDLLIPS,19980519,1,PIDLLIPS
1015,MR FERGUSON,19980519,2,FERGUSON
1016,MS RIVLIN,19980519,3,RIVLIN
1017,MR KELLEY,19980519,2,KELLEY
1018,MR MEYER,19980519,2,MEYER
1019,MR KOHN,19980519,3,KOHN
1020,NIR POOLE,19980519,1,POOLE
1021,MR GILLUM,19980519,2,GILLUM
1022,CHAIRMAN GREENSPAN,19980701,153,GREENSPAN
1023,MS RIVLIN,19980701,16,RIVLIN
1024,VICE CHAIRMAN MCDONOUGH,19980701,21,MCDONOUGH
1025,MR FISHER,19980701,6,FISHER
1026,MR MCTEER,19980701,8,MCTEER
1027,MR BROADDUS,19980701,10,BROADDUS
1028,MR BOEHNE,19980701,6,BOEHNE
1029,MR TRUMAN,19980701,6,TRUMAN
1030,MR MOSKOW,19980701,9,MOSKOW
1031,MS MINEHAN,19980701,14,MINEHAN
1032,MR KELLEY,19980701,6,KELLEY
1033,MR PRELL,19980701,12,PRELL
1034,MR HOOPER,19980701,13,HOOPER
1035,MR STOCKTON,19980701,2,STOCKTON
1036,MR POOLE,19980701,11,POOLE
1037,MR MEYER,19980701,13,MEYER
1038,MR JORDAN,19980701,11,JORDAN
1039,MR GRAMLICH,19980701,10,GRAMLICH
1040,MR HOENIG,19980701,9,HOENIG
1041,MR PARRY,19980701,14,PARRY
1042,MR KOHN,19980701,11,KOHN
1043,MR GUYNN,19980701,6,GUYNN
1044,MR STERN,19980701,8,STERN
1045,MR FERGUSON,19980701,6,FERGUSON
1046,MR BERNARD,19980701,3,BERNARD
1047,MR WII,19980701,1,WII
1048,MR WHITESELL,19980701,4,WHITESELL
1049,NIR WHITESELL,19980701,1,WHITESELL
1050,MR WIDTESELL,19980701,1,WIDTESELL
1051,VIC CIIA MAN MCDONOUGH,19980701,1,MCDONOUGH
1052,IIICHAIRMAN GREENSPAN,19980701,1,GREENSPAN
1053,ICHAIRMAN GREENSPAN,19980701,1,GREENSPAN
1054,MR BERNARDC,19980701,2,BERNARDC
1055,MR LINDSEY,19980701,1,LINDSEY
1056,MS RNLIN,19980701,1,RNLIN
1057,CHAIRMAN GREENSPAN,19980818,70,GREENSPAN
1058,MR HOENIG,19980818,4,HOENIG
1059,MS MINEHAN,19980818,15,MINEHAN
1060,VICE CHAIRMAN MCDONOUGH,19980818,5,MCDONOUGH
1061,MR FISHER,19980818,13,FISHER
1062,MS RIVLIN,19980818,3,RIVLIN
1063,MR TRUMAN,19980818,13,TRUMAN
1064,MR JORDAN,19980818,8,JORDAN
1065,MR PREIL,19980818,3,PREIL
1066,MR PRELL,19980818,10,PRELL
1067,MR KELLEY,19980818,2,KELLEY
1068,MR PARRY,19980818,7,PARRY
1069,MR STOCKTON,19980818,2,STOCKTON
1070,MR PREL,19980818,2,PREL
1071,MR MCTEER,19980818,3,MCTEER
1072,MR MOSKOW,19980818,2,MOSKOW
1073,MR STERN,19980818,2,STERN
1074,MR GUYNN,19980818,2,GUYNN
1075,MR BOEHNE,19980818,2,BOEHNE
1076,MR POOLE,19980818,2,POOLE
1077,MR GRAMLICH,19980818,3,GRAMLICH
1078,MR VARVEL,19980818,1,VARVEL
1079,MS RIVL,19980818,1,RIVL
1080,MR FERGUSON,19980818,2,FERGUSON
1081,MR MEYER,19980818,2,MEYER
1082,MR KOHN,19980818,1,KOHN
1083,MR HOEN,19980818,1,HOEN
1084,MR KEILEY,19980818,1,KEILEY
1085,MR BERNARD,19980818,1,BERNARD
1086,MR BERNARDC,19980818,1,BERNARDC
1087,CHAIRMAN GREENSPAN,19980929,124,GREENSPAN
1088,VICE CHAIRMAN MCDONOUGH,19980929,36,MCDONOUGH
1089,MR HOENIG,19980929,8,HOENIG
1090,MR GUYNN,19980929,5,GUYNN
1091,MS MINEHAN,19980929,16,MINEHAN
1092,MR PARRY,19980929,13,PARRY
1093,MR MCTEER,19980929,4,MCTEER
1094,MS RIVLIN,19980929,9,RIVLIN
1095,MR MEYER,19980929,5,MEYER
1096,MR BROADDUS,19980929,7,BROADDUS
1097,MR BOEHNE,19980929,3,BOEHNE
1098,MR STERN,19980929,6,STERN
1099,MR FERGUSON,19980929,5,FERGUSON
1100,MR POOLE,19980929,3,POOLE
1101,MR GRAMLICH,19980929,6,GRAMLICH
1102,MR MOSKOW,19980929,3,MOSKOW
1103,MR JORDAN,19980929,3,JORDAN
1104,MR KELLEY,19980929,5,KELLEY
1105,MR FISHER,19980929,33,FISHER
1106,MR TRUMAN,19980929,11,TRUMAN
1107,MR KOHN,19980929,4,KOHN
1108,MR STOCKTON,19980929,3,STOCKTON
1109,CHAJRMAN GREENSPAN,19980929,3,GREENSPAN
1110,MR BERNARD,19980929,1,BERNARD
1111,MR BERNARDC,19980929,1,BERNARDC
1112,MR SPILLENKOTHEN,19980929,7,SPILLENKOTHEN
1113,VICE CHAJRMAN MCDONOUGH,19980929,1,MCDONOUGH
1114,LTCMVICE CHAIRMAN MCDONOUGH,19980929,1,MCDONOUGH
1115,MR MATTINGLY,19980929,4,MATTINGLY
1116,PMR FISHER,19980929,1,FISHER
1117,MS MJNEHAN,19980929,2,MJNEHAN
1118,PVICE CHAIRMAN MCDONOUGH,19980929,1,MCDONOUGH
1119,MR PARKINSON,19980929,1,PARKINSON
1120,CHAIRMAN GREENSPAN,19981117,112,GREENSPAN
1121,MS RNLIN,19981117,2,RNLIN
1122,VICE CHAIRMAN MCDONOUGH,19981117,14,MCDONOUGH
1123,MR LINDSEY,19981117,10,LINDSEY
1124,MS MINEHAN,19981117,15,MINEHAN
1125,MR JORDAN,19981117,7,JORDAN
1126,MR BROADDUS,19981117,7,BROADDUS
1127,MR BOEHNE,19981117,3,BOEHNE
1128,MR PARRY,19981117,7,PARRY
1129,MR STERN,19981117,3,STERN
1130,MR MEYER,19981117,5,MEYER
1131,MR FERGUSON,19981117,5,FERGUSON
1132,MR POOLE,19981117,14,POOLE
1133,MR MOSKOW,19981117,5,MOSKOW
1134,MR KELLEY,19981117,6,KELLEY
1135,MR GUYNN,19981117,3,GUYNN
1136,MR HOENIG,19981117,5,HOENIG
1137,MR GRAMLICH,19981117,7,GRAMLICH
1138,MR FISHER,19981117,20,FISHER
1139,NIR JORDAN,19981117,1,JORDAN
1140,MS RIVLIN,19981117,4,RIVLIN
1141,MR MCTEER,19981117,5,MCTEER
1142,VICE CHAJRMAN MCDONOUGH,19981117,1,MCDONOUGH
1143,CHAJRMAN GREENSPAN,19981117,1,GREENSPAN
1144,NIR FISHER,19981117,1,FISHER
1145,MS JOHNSON,19981117,10,JOHNSON
1146,MR PRELL,19981117,4,PRELL
1147,MR POOIE,19981117,1,POOIE
1148,BCHAIRMAN GREENSPAN,19981117,1,GREENSPAN
1149,MR BERNARD,19981117,3,BERNARD
1150,MR BERNARDC,19981117,1,BERNARDC
1151,CHAIRMAN GREENSPAN,19981222,115,GREENSPAN
1152,MR BERNARD,19981222,2,BERNARD
1153,VICE CHAIRMAN MCDONOUGH,19981222,10,MCDONOUGH
1154,MR FISHER,19981222,14,FISHER
1155,MR POOLE,19981222,11,POOLE
1156,MS JOHNSON,19981222,3,JOHNSON
1157,MR PRELL,19981222,11,PRELL
